,0
0,46.962261513943865
1,49.46339149533252
2,46.75326423606501
3,54.89024639450631
4,41.083207042012035
5,48.01691487699877
6,61.849284512218595
7,52.8539991702875
8,53.97263303859223
9,55.69857884266865
10,50.67916977197135
11,51.67479131642988
12,53.29101144719249
13,54.72880248335101
14,45.15896695428355
15,49.50544738779446
16,47.901435591504246
17,52.466625006342426
18,48.90005742997434
19,43.404592086432274
20,51.12016347270325
21,50.05946953165924
22,49.52429038542214
23,55.56878126876679
24,54.3918110279283
25,50.93179555437298
26,56.413463522159674
27,46.899849276618866
28,41.346625324576785
29,54.87544732141827
30,47.922133835266834
31,45.93644275184178
32,43.05224881863668
33,44.8505168971602
34,40.0570583542858
35,47.502781083669554
36,39.04023723158344
37,43.08973420960975
38,45.916857577906896
39,42.69110497973459
40,50.148302299309535
41,49.40117238487893
42,44.57721373817729
43,41.65805028459659
44,46.22927298116448
45,44.420516971877845
46,42.74604600865406
47,45.51244929346464
48,41.01605577354243
49,44.975603976764475
50,35.132334352337665
51,38.99149260519725
52,40.366803610031525
53,34.23588019020226
54,36.577612085497954
55,28.707379148841994
56,45.44928072547231
57,41.10623878328399
58,48.52884725307238
59,34.350096952077735
60,39.20926487885833
61,35.57813303598933
62,41.96038474760424
63,34.11081584118476
64,42.92182391724167
65,28.732981566310496
66,36.65463587461536
67,32.05222044861656
68,26.824893107922076
69,31.74527468359243
70,22.24032068302209
71,31.780440233202178
72,32.87305360360219
73,24.575562458951737
74,19.863760713681515
75,29.406624291437303
76,31.911479548699585
77,27.056638735316763
78,31.026371273419894
79,25.28144139349435
80,25.236700457370166
81,29.47488901016976
82,20.34641300489997
83,28.077888679730712
84,26.887932365615622
85,25.78705643038872
86,19.670089539125723
87,22.304495778229974
88,13.576106642695938
89,23.507218918664393
90,26.70828183418797
91,10.75848444700617
92,16.089683273368305
93,11.921671649528527
94,3.1021715193373343
95,16.84104560452663
96,7.869520943868581
97,12.649021183232826
98,19.534241857989315
99,23.177006786009898
100,14.169234511188579
101,9.17576342563186
102,14.184222750735902
103,3.5574917860139035
104,12.323535734705077
105,10.34637393593358
106,14.587101894688287
107,5.530874621377627
108,9.102848601405226
109,8.185891220143173
110,7.442879240369486
111,14.369414148620235
112,-0.6287102672720533
113,3.7779035107375734
114,8.31246173907438
115,1.8337434078063861
116,0.4483446361030534
117,-7.640943175958739
118,-3.9155796556394122
119,-1.129362081223248
120,0.2361245156834797
121,1.4360993830052555
122,-1.6658913580278676
123,3.363892140846084
124,6.179610649593173
125,2.0662483498217776
126,2.939455100889737
127,-6.484603484693832
128,-4.70781227138943
129,-3.06478879044894
130,15.440388598711017
131,-0.3956337499585554
132,-1.4907552221909948
133,-1.4494656218533897
134,-4.511657170366639
135,-5.4246478864515
136,3.8936296901770024
137,-3.7779426987816094
138,-4.45423651819642
139,-4.959446081898978
140,-4.244389906812604
141,-8.017220686212944
142,-10.918225780429678
143,-2.361289404874495
144,-2.8428511229362616
145,-3.6091312520402146
146,39.665749896946465
147,37.94247522075413
148,26.90099697807191
149,33.45510548492503
150,34.59160408216977
151,37.82049261395052
152,33.01805397123945
153,44.76399315290881
154,29.095934263610516
155,38.968741912394165
156,32.39584403558774
157,31.411024822828313
158,33.00433642264588
159,35.79489261302673
160,35.104651554307054
161,40.77196817532635
162,37.80304285550606
163,36.58601146775648
164,41.392320516840805
165,34.08653336322956
166,46.16281086689324
167,45.68460760468652
168,34.60517362126966
169,30.173867265866072
170,41.633142138618055
171,44.54915523184892
172,35.64500190954506
173,29.975608809883198
174,37.384667117000134
175,35.691738084667996
176,39.23903630937674
177,41.47442263036905
178,30.548409037130163
179,36.25155922920219
180,28.58139009400783
181,36.034080563970434
182,39.89334209162057
183,41.288646290975926
184,35.697697429994335
185,45.95243858375407
186,41.65229341691235
187,41.2767132048276
188,35.37293498664656
189,31.730144479349683
190,46.19672445665522
191,42.42573688112085
192,26.85509242222073
193,47.028044626420645
194,32.25784322977738
195,37.96038085825821
196,42.32325471410762
197,34.953873198674515
198,37.72558997733261
199,30.501387104060626
200,42.79584625855391
201,35.86310351775779
202,39.3316580013106
203,43.79112868668316
204,40.286982613499255
205,42.09450075649093
206,44.088048247013695
207,46.60580190555274
208,36.980717404597414
209,31.99844730838378
210,41.318235653050294
211,31.92377571482726
212,38.360410543044495
213,41.025043410519224
214,46.07084461031609
215,44.75336120988344
216,35.75072843076816
217,50.6833124593986
218,29.934888957533285
219,40.762256397920495
220,33.3471318706177
221,31.220432149016066
222,36.057407531298544
223,38.610348557829745
224,48.50084511194961
225,40.634284574505934
226,33.9607818001886
227,40.66272470745014
228,35.74574987210235
229,37.756649095582716
230,36.4843638372041
231,37.44020646795955
232,31.891020864741947
233,39.073355390046295
234,24.68384593798001
235,37.3212528040048
236,42.33348088017023
237,30.26090586592465
238,25.1362670883194
239,42.97204866846961
240,45.610289410431214
241,42.945211508675875
242,36.59772622407944
243,39.11879967979435
244,41.85353580622796
245,34.1134483162308
246,39.68666148423771
247,41.71249389699109
248,27.459653100459974
249,39.469046970695516
250,42.292012486728666
251,38.03457623603543
252,38.97092178402512
253,36.24458037768119
254,32.19875546101157
255,36.04075660583911
256,42.23771728191677
257,45.91669317873113
258,42.884932195025364
259,44.77348014055946
260,38.29241001739603
261,35.88317129322949
262,40.09201122931692
263,50.68319778023076
264,38.062242249969614
265,43.238635325278985
266,33.58126532498364
267,32.791772046856096
268,45.70013521037389
269,38.951598793737915
270,45.53118273868017
271,37.60686523271957
272,43.2114707693224
273,39.25472048627074
274,46.64617614650422
275,34.40393978124866
276,33.11131072781381
277,40.28722091098662
278,34.21499333521454
279,46.368748821035894
280,41.99694371750693
281,36.977646544015926
282,45.360868472122796
283,40.735914647568954
284,49.51589552871231
285,43.111424892101915
286,42.33799271850324
287,49.93583634841655
288,44.607114273403795
289,38.510106625871
290,43.30759857909482
291,34.438012631313995
292,50.788498375570065
293,54.25011052947342
294,41.80163298205385
295,42.40599521570211
296,47.48459860660002
297,43.70011519082126
298,47.970044078707396
299,44.301521823430164
300,43.43798463590337
301,38.44874620481276
302,44.45544372502854
303,50.8383597798576
304,44.75956617441088
305,45.25048529040947
306,53.31358637653337
307,41.89197253183926
308,45.200838208621605
309,40.07657890983856
310,41.42391733839889
311,43.14149250361991
312,44.62067432751964
313,43.946578924623665
314,48.27626741334899
315,45.7419684672495
316,39.04391610762472
317,46.70697393002501
318,46.40860217780005
319,41.14066937716997
320,41.43490815366426
321,39.496669684813384
322,46.12966349367165
323,40.19863549558406
324,40.779859194056996
325,47.61124157528036
326,45.24376677192474
327,53.98042691118403
328,42.221233696283015
329,46.21615008528633
330,53.412302942039354
331,51.53527233898927
332,46.87343146324303
333,51.38631121445776
334,51.75071692360984
335,47.173983073198876
336,48.987305515046735
337,46.64752383214081
338,45.48695597750368
339,38.41137555103151
340,45.5955114661367
341,44.999033909775825
342,44.13298549347981
343,47.694473874232926
344,49.83648597970649
345,51.42607968655536
346,47.72880734185487
347,42.870236461029045
