,0
0,0.560686771656781
1,0.6771604265995848
2,0.753502392373141
3,0.758239853054234
4,0.46919972035027396
5,0.4053600641745413
6,0.3834523643129663
7,0.4555942782104313
8,0.4955151842775704
9,0.5908669169182015
10,0.6857377740907447
11,0.5281324508480093
12,0.4337041793433416
13,0.29941061694621496
14,0.48901341101678086
15,0.5002502058097245
16,0.47471311821880774
17,0.5152073048796265
18,0.5378519145544846
19,0.5097180052214683
20,0.3199737277802531
21,0.4252141544575604
22,0.37514472432719015
23,0.3132854737367989
24,0.3323837512969175
25,0.405408301220322
26,0.36963123119483177
27,0.291316147654331
28,0.1469275917982623
29,0.09388347767906724
30,0.12474652375036466
31,0.2513846348859806
32,0.1499493279787254
33,0.10284440488422752
34,0.03762790677653216
35,0.041182017636863744
36,0.10465389181168366
37,0.15152126201658073
38,0.13691255097873517
39,0.10253240323111534
40,-0.013474968812314359
41,-0.044908856990168555
42,-0.11285760901925734
43,-0.224168484743953
44,-0.11344912958127362
45,0.008156073964869004
46,0.05043040610725613
47,0.18937418929559724
48,0.17333899497706473
49,0.16425558961463915
50,0.18598606428643782
51,0.01203078601882801
52,0.13107482405127863
53,0.06064837201348
54,0.03667979558911216
55,0.09868692414655572
56,0.04862304369137338
57,0.02068607485942059
58,0.21710262816422765
59,0.09439516945095028
60,0.23519949205845536
61,0.2674984475404436
62,0.1754945337775004
63,0.04971155902567004
64,0.010686886121348604
65,-0.049139384209485826
66,0.145185203359127
67,0.3141735674614879
68,0.3849080937680382
69,0.3676445534697401
70,0.3194215471587972
71,0.36243211657280205
72,0.45264352313835016
73,0.3524991848337239
74,0.39903017779029537
75,0.3234594923138135
76,0.2783683147797943
77,0.4632844873457257
78,0.3727815242449881
79,0.4664518337141139
80,0.31202751998253564
81,0.38396644243378136
82,0.46405616923303983
83,0.55863367596994
84,0.5990284039020644
85,0.6328785821337332
86,0.727288785562966
87,0.44567749777427945
88,0.4871494707407032
89,0.6505351969676003
90,0.6051022065023703
91,0.5528887639920768
92,0.5022986384347577
93,0.558478392018848
94,0.46726681890030036
95,0.52125649314905
96,0.5919161288696659
97,0.7747650836277898
98,0.7362626468622857
99,0.7691117072446501
100,0.6985742127490231
101,0.6576026547539209
102,0.6681347614871052
103,0.7436938060836494
104,0.8313372188439354
105,0.8415537826578464
106,0.7167167806264858
107,0.751241945310205
108,0.7294078466393225
109,0.7743562196942495
110,0.7858473510580859
111,0.784954469321617
112,0.9694485271893926
113,0.9579869395828943
114,1.0471799493503078
115,0.971789147236241
116,1.040949202162332
117,0.855308670702972
118,0.9981170866289136
119,1.0871445037212637
120,0.9932295629419864
121,1.081994191773341
122,1.1367728292139219
123,1.1271996693939603
124,1.1620026456857244
125,1.2368833746518462
126,1.06031729066659
127,1.0507932181995605
128,1.0376755877537205
129,0.9777210485422403
130,0.8015100062529137
131,0.8209913303846617
132,0.9052061055912715
133,0.9977975399560561
134,0.9372541755405196
135,1.2081694764059199
136,1.1373258644486584
137,1.165357050779352
138,1.2561441525683146
139,1.311824852059806
140,1.3855837832196938
141,1.345077319883612
142,1.3501567547862114
143,1.4284233060649267
144,1.3394280173589106
145,1.2749170230915694
146,1.210953582755324
147,1.1455967438012258
148,1.07251225970967
149,1.0677672404660505
150,1.1920507577346648
151,1.2780833525971311
152,1.3516441851045835
153,1.6057762478682036
154,1.6346850579504255
155,1.4151432075806056
156,1.3114673203586742
157,1.2822597785844372
158,1.1382635485705395
159,1.184284924405429
160,1.2572870718878482
161,1.4046097428828532
162,1.4550665880000744
163,1.3537083099311102
164,1.3142569695418942
165,1.4199639775900408
