,0
0,48.97051673446663
1,62.50381804494219
2,53.23790029410001
3,58.31673704251561
4,65.394382149421
5,45.14063478947954
6,57.461851591155835
7,65.35156129515372
8,58.236092910265526
9,66.46707403902691
10,40.23462305560799
11,55.62262011343278
12,54.671284792409125
13,52.83359647981798
14,59.86327941532842
15,51.943211496563585
16,57.620317694615004
17,61.05445636326104
18,59.75661866501398
19,51.93202625082256
20,42.319961912040725
21,55.59515158051905
22,54.386835608465915
23,26.315681015236155
24,53.56109641466302
25,48.85349278157631
26,47.17015949157654
27,50.37959918917182
28,48.476899936600205
29,57.422600133626375
30,49.373739889649066
31,47.60583392782185
32,54.883536330136465
33,46.85331800147487
34,48.05993932436271
35,52.6703609992735
36,47.11385146249398
37,47.30782894362346
38,42.36192944984154
39,41.02283959449731
40,49.14102286642205
41,47.377592762252384
42,33.66941301740986
43,55.9685363330691
44,36.40918870790297
45,56.90195692609832
46,37.508728729432455
47,61.13465077568105
48,48.929193597086815
49,47.780634114046975
50,46.498928379768685
51,38.47081141363465
52,51.362116321096934
53,45.7447598934535
54,47.67705718669018
55,49.43804483316945
56,45.539427363914974
57,40.41087750559722
58,43.74337582673449
59,41.970990767595914
60,29.46547734769021
61,48.18416346545404
62,29.140937073419046
63,35.959015724317716
64,35.178415919823685
65,35.19768296896882
66,35.79913901915483
67,33.52427354287609
68,34.85203621624591
69,36.48421980464699
70,34.50263565664612
71,44.915420582134885
72,30.721820288660453
73,35.90216124201395
74,35.43306329384035
75,31.621279532033075
76,31.409027252037184
77,37.730561485766984
78,57.363739864677555
79,26.933004702734486
80,37.815916393348076
81,30.68725355436394
82,29.083648484955667
83,29.71674326993577
84,20.790790184971485
85,25.43304894919687
86,22.45085468239291
87,23.145474461542996
88,21.82603035398894
89,16.378120576178695
90,16.435078800220957
91,22.245729368201786
92,28.95974476583015
93,24.484404144342612
94,32.95937461081135
95,21.439137595801526
96,24.083291978085548
97,17.035752183255397
98,23.415092043264103
99,11.332558384145363
100,16.79535602887757
101,31.761004480744322
102,21.23389319916182
103,6.742451973251273
104,-5.011805983347777
105,9.647765688458424
106,8.138161138214823
107,8.313844363611027
108,9.686304467584078
109,2.7296904678748497
110,15.667091221658318
111,6.182643461598336
112,10.473426491688791
113,12.993457225573872
114,5.756821663527205
115,2.0195914258283647
116,13.749037814737427
117,14.733866465377577
118,8.065226472952927
119,17.626373046107382
120,0.33598625213217304
121,10.857190775017145
122,11.201810528420573
123,-7.587151960363631
124,10.497549873513156
125,1.3707293555230031
126,6.185708325765066
127,-2.566438013917519
128,-5.034421981494451
129,-0.18946275756717101
130,3.1444451497655184
131,4.737307885766716
132,-13.742550924306448
133,8.929429137481797
134,4.755493523655343
135,3.61947659574946
136,-2.2252192553995176
137,-6.7575176461716975
138,-6.623122664575382
139,4.456267608408407
140,17.702531316989162
141,-10.50650422463135
142,-3.8716543570819715
143,-2.2668483408532314
144,-6.413331486870151
145,0.5993478489743467
146,41.08541129431318
147,39.92181393057438
148,38.79985757969696
149,46.252248421784785
150,35.34219774380965
151,34.21568084375317
152,40.5441381751621
153,41.99928200885029
154,42.657879203290584
155,45.985879717314404
156,42.90198775507469
157,37.79140178723875
158,38.97707890512551
159,37.34456664353671
160,38.56727088477941
161,39.33881926746032
162,40.33762194427905
163,37.545611961950364
164,36.590605506693656
165,49.09669965296715
166,37.2177438743651
167,46.26713988892107
168,50.91437510041533
169,37.42188464789117
